"SDU_ID","baselin","prt_crl","pxl_cnt","area_ha","prt_cr_","cv","lob","rec","targ","sum","sum_pop","cv_rs","rec_rs","lob_rs","targ_rs","target","bio","bio_kg_ha","bio_total","est_catch","ID","f","est_catch_rs"
3587,3.019120299e-06,999.999996981,11094,998.46,190.89,2.022846,6310.611328,3.744926,6304530,1,1,0.329678668394447,0.000585063386457,0.219058262234024,0.231711046111629,1,3661.65250790782,366.165250790782,69897.2847234524,7877.11931959435,470,0.112695641193504,0.221597673213713
3589,182.394242972,817.605757028,11093,998.37,233.1,1.838523,7706.027344,63.307945,7926184,1,1,0.299638140744557,0.009890663467788,0.267499966052316,0.291332451762995,1,3498.9955801105,349.89955801105,81561.5869723758,9616.6415306414,471,0.117906503387415,0.270533592403452
3594,999.999998183,1.816560417e-06,11095,998.55,219.96,1.606301,1506.970459,2.248549,6697662,1,1,0.261791147087158,0.000351282658639,0.052300431194812,0.246164858359206,NA,3172.24956672444,317.224956672444,69776.8014696708,8957.53466512928,472,0.128374108248897,0.251991719179143
3595,511.01437268,488.98562732,11092,998.28,154.44,2.059259,1058.085571,2.020211,4758086,1,1,0.335613173221926,0.000315609145995,0.03671744479959,0.174854796232726,NA,3025.11497105046,302.511497105046,46719.8756129033,6217.84071748083,473,0.133087698456191,0.174919152485072
3621,5.00000102836,994.999998972,11160,1004.4,97.38,2.637641,4522.43457,5.28008,2604329,1,1,0.429876506952382,0.000824902290312,0.156981915185856,0.095670198426122,1,2993.95786516854,299.395786516854,29155.1616910112,3909.29447976498,474,0.134085844599183,0.109975553939907
3624,4.671110323e-06,999.999995329,11160,1004.4,205.38,1.974262,6789.635132,3.687659,6628419,1,1,0.321760562703121,0.000576116496108,0.235687517573802,0.24361908411173,1,3630.8634976014,363.08634976014,74570.6745137376,8477.3430517596,475,0.113681995060912,0.238483056950965
3626,28.7722809753,971.227719025,11158,1004.22,209.07,1.835858,6911.622131,20.191767,7041950,1,1,0.299203805332335,0.00315457258053,0.239922281979172,0.258822881901157,1,3520.95626072041,352.095626072041,73612.6325428816,8627.61938939953,476,0.117202973068158,0.242710603266945
3631,823.200873294,176.799126706,11159,1004.31,178.02,1.868423,1219.634766,1.465962,5385292,1,1,0.304511172198753,0.000229018176866,0.042325606212777,0.197914526207783,NA,2970.14785478548,297.014785478548,52874.5721108911,7130.06307562754,477,0.134848619874862,0.200581624236135
3632,999.99999953,4.69791092e-07,11158,1004.22,382.68,0,2621.783081,4.859077,11296652,1,1,0,0.000759128499514,0.091001021003592,0.415250402116739,NA,2960.70585341859,296.070585341859,113300.291598623,15312.6593742811,478,0.135151102951506,0.430772919690848
3656,41.199610606,958.800389394,11094,998.46,122.49,2.061357,5688.570496,1.624341,2623887,1,1,0.335955100311923,0.000253761913165,0.197464187491351,0.096389263930681,1,2206.46576086957,220.646576086957,27026.9991048914,4305.7757767256,479,0.159313868329035,0.121129292929321
